scenario,load_mean_mw,load_max_mw,load_min_mw,load_std_mw,load_peak_ratio,n_timesteps,peak_hour,reactive_burden,gen_mean_mw,gen_max_mw,gen_std_mw,ramp_mean_mw,ramp_max_mw,high_util_pct,imbalance_mean,imbalance_max,voltage_dev_mean,voltage_dev_max,difficulty_score,difficulty_label
0818,255.58,317.4,200.0,23.37,1.2419,8065,19.2,0.7,260.44,325.1,23.83,1.67,8.3,41.59,4.87,11.9,79.5833,141.1,0.45,medium
0819,255.17,313.0,202.7,22.48,1.2266,8065,19.3,0.7,260.05,320.9,22.94,1.76,10.0,48.41,4.88,13.7,79.5833,141.1,0.477,medium
0820,255.77,313.2,194.9,24.18,1.2246,8065,19.3,0.7001,260.68,319.0,24.65,1.77,10.6,51.17,4.92,13.4,79.5833,141.1,0.5604,medium
0821,256.48,309.2,201.5,23.07,1.2056,8065,19.2,0.7,261.38,314.0,23.52,1.76,9.3,52.42,4.91,13.5,79.5833,141.1,0.4707,medium
0822,257.0,315.3,200.2,23.39,1.2269,8065,19.2,0.6999,261.86,319.1,23.87,1.7,9.6,49.82,4.87,12.8,79.5833,141.1,0.4547,medium
0823,255.99,307.8,196.3,23.26,1.2024,8065,19.3,0.7,260.89,313.6,23.73,1.71,8.5,52.76,4.9,13.0,79.5833,141.1,0.4518,medium
0824,257.6,313.7,199.0,23.09,1.2178,8065,19.2,0.7,262.54,320.8,23.56,1.77,9.9,46.98,4.95,12.3,79.5833,141.1,0.4934,medium
0825,256.29,311.2,203.4,22.0,1.2143,8065,19.2,0.7,261.22,315.7,22.45,1.68,9.6,29.47,4.93,13.7,79.5833,141.1,0.4278,medium
0826,257.14,317.8,196.9,23.13,1.2359,8065,19.3,0.7,262.04,326.0,23.55,1.7,9.8,34.0,4.9,12.3,79.5833,141.1,0.4677,medium
0827,257.21,314.8,204.3,22.37,1.2239,8065,19.2,0.7,262.11,321.7,22.81,1.72,11.0,32.34,4.9,12.2,79.5833,141.1,0.4695,medium
0828,257.03,310.6,195.8,22.54,1.2084,8065,19.3,0.7001,261.97,316.3,22.99,1.7,9.0,46.4,4.94,12.5,79.5833,141.1,0.4825,medium
0829,255.98,302.8,204.9,20.99,1.1829,8065,19.2,0.7001,260.87,308.4,21.41,1.74,9.5,55.69,4.89,11.5,79.5833,141.1,0.4539,medium
0830,255.97,310.6,199.8,22.88,1.2134,8065,19.4,0.6999,260.86,315.8,23.32,1.69,8.3,43.17,4.9,11.9,79.5833,141.1,0.4027,medium
0831,257.12,315.9,197.6,22.19,1.2286,8065,19.4,0.7001,262.02,322.0,22.65,1.74,8.4,44.93,4.9,11.8,79.5833,141.1,0.4658,medium
0832,256.67,312.4,194.4,23.18,1.2171,8065,19.2,0.7,261.54,318.2,23.66,1.73,8.9,45.41,4.88,12.5,79.5833,141.1,0.4512,medium
0833,255.19,327.1,200.5,22.61,1.2818,8065,19.3,0.7,260.1,331.8,23.07,1.71,9.5,49.77,4.91,12.2,79.5833,141.1,0.5205,medium
0834,256.95,313.3,197.3,23.82,1.2193,8065,19.3,0.7,261.84,320.7,24.29,1.66,8.1,43.22,4.89,11.6,79.5833,141.1,0.444,medium
0835,256.47,312.2,203.5,22.71,1.2173,8065,19.2,0.7,261.36,318.2,23.13,1.7,8.7,41.13,4.89,11.6,79.5833,141.1,0.4337,medium
0836,256.5,309.7,201.7,22.22,1.2074,8065,19.3,0.7001,261.43,316.8,22.66,1.78,9.8,51.78,4.94,12.6,79.5833,141.1,0.5045,medium
0837,256.75,321.2,201.8,22.74,1.251,8065,19.2,0.7001,261.68,330.6,23.2,1.69,8.9,28.32,4.93,12.4,79.5833,141.1,0.4786,medium
0838,255.19,306.6,190.4,22.15,1.2015,8065,19.3,0.7,260.08,313.6,22.56,1.68,9.2,45.24,4.9,13.1,79.5833,141.1,0.4342,medium
0839,257.08,311.1,197.3,23.05,1.2101,8065,19.2,0.6999,261.95,318.8,23.5,1.67,8.5,46.75,4.87,12.4,79.5833,141.1,0.4064,medium
0840,256.47,308.8,200.1,22.66,1.204,8065,19.3,0.7,261.37,315.2,23.16,1.76,9.0,54.66,4.9,11.9,79.5833,141.1,0.458,medium
0841,256.62,298.7,197.0,21.58,1.164,8065,19.2,0.7001,261.53,306.6,21.99,1.73,8.2,54.1,4.91,12.6,79.5833,141.1,0.4227,medium
0842,254.55,316.8,199.5,22.66,1.2445,8065,19.2,0.7001,259.41,322.2,23.11,1.64,7.6,36.17,4.86,12.1,79.5833,141.1,0.4407,medium
0843,256.69,311.5,195.9,22.68,1.2135,8065,19.2,0.7,261.59,319.9,23.14,1.72,8.2,55.8,4.91,12.9,79.5833,141.1,0.4527,medium
0844,255.55,305.9,205.0,21.41,1.197,8065,19.4,0.6999,260.41,312.7,21.82,1.65,9.6,47.99,4.86,12.9,79.5833,141.1,0.3939,medium
0845,255.84,313.2,206.4,22.43,1.2242,8065,19.4,0.7,260.73,318.8,22.82,1.67,8.3,47.95,4.9,11.5,79.5833,141.1,0.4413,medium
0846,256.55,309.8,194.9,20.98,1.2076,8065,19.4,0.6999,261.43,313.9,21.39,1.66,8.7,42.07,4.88,12.1,79.5833,141.1,0.369,medium
0847,255.49,308.2,201.7,21.87,1.2063,8065,19.3,0.6999,260.36,316.2,22.31,1.69,9.7,44.79,4.87,11.8,79.5833,141.1,0.407,medium
0848,256.33,310.5,202.1,22.75,1.2113,8065,19.3,0.7,261.21,316.6,23.21,1.76,8.3,52.15,4.89,12.6,79.5833,141.1,0.4422,medium
0849,257.45,317.4,199.5,22.35,1.2328,8065,19.2,0.7,262.36,324.6,22.77,1.75,9.2,45.07,4.91,11.7,79.5833,141.1,0.4634,medium
0850,256.5,315.1,196.2,22.96,1.2285,8065,19.4,0.7,261.4,321.8,23.38,1.72,10.1,44.4,4.91,12.0,79.5833,141.1,0.4885,medium
0851,257.77,309.6,205.6,22.03,1.2011,8065,19.3,0.7001,262.7,316.6,22.43,1.68,8.2,48.89,4.94,12.7,79.5833,141.1,0.4559,medium
0852,256.94,310.9,201.1,22.51,1.21,8065,19.3,0.7001,261.85,315.4,22.95,1.72,8.6,62.28,4.91,12.3,79.5833,141.1,0.4971,medium
0853,255.91,315.3,191.1,23.1,1.2321,8065,19.2,0.7001,260.8,322.3,23.53,1.76,10.6,45.01,4.89,11.9,79.5833,141.1,0.5291,medium
0854,256.14,307.8,204.6,21.93,1.2017,8065,19.3,0.7001,261.04,315.1,22.35,1.7,8.4,46.36,4.91,12.2,79.5833,141.1,0.4465,medium
0855,255.51,310.0,190.3,23.43,1.2133,8065,19.2,0.6999,260.38,316.3,23.93,1.7,8.2,34.78,4.87,12.2,79.5833,141.1,0.3854,medium
0856,256.47,313.4,194.1,22.23,1.222,8065,19.2,0.7,261.35,320.2,22.66,1.72,8.4,49.82,4.88,12.5,79.5833,141.1,0.437,medium
0857,257.76,311.6,203.8,22.67,1.2089,8065,19.2,0.7,262.69,320.0,23.1,1.76,9.0,51.95,4.93,11.9,79.5833,141.1,0.4645,medium
0858,256.67,311.5,198.3,24.38,1.2136,8065,19.3,0.7,261.58,316.9,24.86,1.75,9.2,50.69,4.92,13.8,79.5833,141.1,0.495,medium
0859,256.56,307.0,201.3,22.56,1.1966,8065,19.4,0.7,261.45,312.3,22.99,1.71,9.8,45.7,4.89,13.0,79.5833,141.1,0.4485,medium
0860,255.96,312.2,195.8,23.7,1.2197,8065,19.3,0.7,260.85,318.2,24.16,1.73,8.8,47.59,4.9,12.4,79.5833,141.1,0.4687,medium
0861,256.17,305.7,185.8,21.71,1.1933,8065,19.3,0.7001,261.06,311.7,22.13,1.72,8.0,51.06,4.89,11.6,79.5833,141.1,0.4316,medium
0862,256.02,308.1,200.4,21.58,1.2034,8065,19.2,0.7001,260.93,313.7,22.02,1.68,9.2,32.11,4.91,12.4,79.5833,141.1,0.4324,medium
0863,255.0,308.1,205.4,20.98,1.2082,8065,19.3,0.7001,259.88,316.1,21.42,1.71,8.3,38.87,4.88,12.7,79.5833,141.1,0.4117,medium
0864,255.85,304.2,199.6,22.63,1.189,8065,19.3,0.6999,260.7,310.9,23.07,1.64,9.4,54.01,4.85,12.1,79.5833,141.1,0.4121,medium
0865,256.68,309.2,194.3,22.17,1.2046,8065,19.2,0.7,261.57,317.9,22.65,1.72,8.4,44.86,4.9,12.4,79.5833,141.1,0.4185,medium
0866,255.29,309.9,199.4,23.42,1.2139,8065,19.3,0.7,260.15,316.5,23.86,1.73,8.2,52.32,4.87,12.3,79.5833,141.1,0.4479,medium
0867,255.01,305.4,202.4,22.39,1.1976,8065,19.2,0.7,259.88,312.5,22.81,1.68,9.3,44.28,4.88,12.6,79.5833,141.1,0.4302,medium
0868,256.86,311.1,201.7,23.09,1.2112,8065,19.2,0.7001,261.77,317.1,23.56,1.71,9.7,41.23,4.92,12.7,79.5833,141.1,0.4938,medium
0869,257.44,312.0,192.9,23.44,1.2119,8065,19.3,0.7,262.35,318.0,23.96,1.7,10.0,55.26,4.92,11.9,79.5833,141.1,0.5049,medium
0870,256.15,303.3,185.5,21.68,1.1841,8065,19.3,0.7,261.05,310.0,22.12,1.78,9.4,55.61,4.91,13.1,79.5833,141.1,0.4402,medium
0871,257.24,311.5,200.2,22.59,1.2109,8065,19.3,0.7001,262.2,317.3,23.07,1.7,8.6,50.53,4.96,13.2,79.5833,141.1,0.4895,medium
0872,253.51,314.6,196.0,21.76,1.241,8065,19.2,0.6999,258.34,319.1,22.2,1.68,9.1,41.88,4.83,12.7,79.5833,141.1,0.4025,medium
0873,256.27,314.8,198.9,22.44,1.2284,8065,19.2,0.6999,261.14,322.9,22.87,1.69,8.1,54.02,4.88,12.4,79.5833,141.1,0.4182,medium
0874,257.29,306.7,203.5,23.22,1.1921,8065,19.4,0.7,262.22,315.4,23.69,1.69,8.7,50.03,4.93,11.9,79.5833,141.1,0.4503,medium
0875,257.08,311.0,196.8,23.83,1.2097,8065,19.2,0.7001,262.01,316.4,24.29,1.72,8.8,43.24,4.93,12.6,79.5833,141.1,0.4913,medium
0876,256.43,307.1,202.1,22.93,1.1976,8065,19.2,0.7,261.32,312.3,23.37,1.71,9.0,45.32,4.9,12.2,79.5833,141.1,0.4396,medium
0877,256.16,310.1,198.7,22.25,1.2106,8065,19.2,0.7,261.03,320.7,22.68,1.72,8.9,46.65,4.87,13.0,79.5833,141.1,0.431,medium
0878,256.8,314.2,198.7,22.96,1.2235,8065,19.3,0.7001,261.77,323.7,23.43,1.73,8.9,36.11,4.97,14.6,79.5833,141.1,0.4866,medium
0879,256.33,315.2,188.5,23.69,1.2296,8065,19.3,0.7,261.2,319.2,24.16,1.68,8.1,50.87,4.87,12.3,79.5833,141.1,0.4592,medium
0880,256.97,308.9,200.7,22.92,1.2021,8065,19.2,0.7,261.87,315.5,23.35,1.7,9.4,41.41,4.9,12.2,79.5833,141.1,0.4441,medium
0881,256.06,310.2,200.3,23.67,1.2114,8065,19.2,0.7001,260.94,316.6,24.11,1.68,7.6,42.69,4.88,11.9,79.5833,141.1,0.4496,medium
0882,257.19,310.2,196.3,22.68,1.2061,8065,19.3,0.7,262.1,315.3,23.14,1.73,9.1,52.08,4.91,12.1,79.5833,141.1,0.4597,medium
0883,256.77,319.5,206.2,22.32,1.2443,8065,19.2,0.7,261.67,327.1,22.75,1.75,9.0,42.42,4.9,12.4,79.5833,141.1,0.4596,medium
0884,256.18,312.0,206.2,21.58,1.2179,8065,19.3,0.7,261.1,319.1,22.01,1.68,8.3,45.94,4.93,11.2,79.5833,141.1,0.4268,medium
0885,257.07,308.2,200.9,21.97,1.1989,8065,19.2,0.7,261.99,314.7,22.38,1.72,9.5,52.65,4.92,12.3,79.5833,141.1,0.4553,medium
0886,258.21,318.6,205.4,22.99,1.2339,8065,19.3,0.6999,263.12,322.7,23.45,1.71,9.1,51.0,4.92,12.4,79.5833,141.1,0.4578,medium
0887,255.11,301.7,198.6,22.0,1.1826,8065,19.3,0.7,259.96,307.9,22.47,1.71,8.3,52.97,4.85,11.6,79.5833,141.1,0.3995,medium
0888,256.33,317.1,201.4,21.76,1.2371,8065,19.3,0.7,261.18,324.9,22.19,1.72,9.3,39.9,4.86,12.7,79.5833,141.1,0.4365,medium
0889,255.63,312.4,196.1,22.16,1.2221,8065,19.2,0.7,260.52,318.6,22.6,1.67,8.4,40.81,4.9,12.3,79.5833,141.1,0.4239,medium
0890,257.01,310.5,197.4,23.52,1.2081,8065,19.2,0.7,261.89,315.0,23.97,1.74,8.9,48.48,4.88,12.1,79.5833,141.1,0.4557,medium
0891,257.09,309.8,189.8,23.65,1.205,8065,19.3,0.7002,262.05,317.2,24.12,1.72,8.9,42.42,4.96,12.4,79.5833,141.1,0.5218,medium
0892,258.29,309.2,194.7,22.51,1.1971,8065,19.4,0.7,263.21,316.2,22.96,1.66,9.2,40.22,4.92,13.2,79.5833,141.1,0.4322,medium
0893,255.86,311.3,199.9,22.01,1.2167,8065,19.3,0.7,260.76,317.7,22.44,1.7,8.0,55.78,4.9,11.0,79.5833,141.1,0.4373,medium
0894,255.79,319.3,198.0,22.86,1.2483,8065,19.2,0.7,260.68,325.0,23.29,1.75,8.7,38.09,4.89,11.8,79.5833,141.1,0.4539,medium
0895,256.88,308.4,202.2,22.29,1.2006,8065,19.2,0.6999,261.76,315.4,22.74,1.7,8.0,33.54,4.89,12.8,79.5833,141.1,0.3557,medium
0896,257.48,313.6,202.6,22.43,1.218,8065,19.3,0.7,262.4,320.7,22.87,1.68,9.2,45.86,4.92,12.3,79.5833,141.1,0.4576,medium
0897,257.7,307.5,200.5,22.38,1.1933,8065,19.3,0.7001,262.65,311.9,22.84,1.7,8.5,44.43,4.95,13.3,79.5833,141.1,0.4563,medium
0898,256.12,313.7,195.7,21.9,1.2248,8065,19.3,0.7,260.97,320.5,22.32,1.69,9.2,42.99,4.85,12.7,79.5833,141.1,0.4305,medium
0899,254.38,307.2,198.3,22.81,1.2076,8065,19.2,0.7,259.24,314.6,23.24,1.65,8.0,33.73,4.86,11.6,79.5833,141.1,0.3906,medium
0900,256.07,313.1,201.2,23.38,1.2227,8065,19.3,0.6999,260.94,320.4,23.85,1.7,8.1,52.25,4.88,11.9,79.5833,141.1,0.4256,medium
0901,255.56,309.5,207.3,21.96,1.211,8065,19.3,0.7,260.44,316.1,22.4,1.72,8.5,48.11,4.87,12.2,79.5833,141.1,0.4206,medium
0902,256.54,312.9,203.6,23.35,1.2197,8065,19.3,0.7,261.45,318.4,23.79,1.69,8.1,36.48,4.91,12.3,79.5833,141.1,0.429,medium
0903,256.17,311.3,202.0,23.23,1.2152,8065,19.3,0.7001,261.04,317.7,23.66,1.69,8.1,52.7,4.88,12.0,79.5833,141.1,0.4755,medium
0904,255.86,310.3,201.3,21.48,1.2128,8065,19.3,0.7001,260.73,317.2,21.91,1.75,8.6,51.48,4.88,13.2,79.5833,141.1,0.4541,medium
0905,256.41,307.4,204.0,22.59,1.1989,8065,19.3,0.7,261.3,314.5,23.03,1.73,8.6,52.2,4.89,12.8,79.5833,141.1,0.4369,medium
0906,257.22,316.7,198.3,23.36,1.2313,8065,19.2,0.7,262.14,324.3,23.79,1.71,10.4,47.15,4.93,11.8,79.5833,141.1,0.5142,medium
0907,257.03,308.9,198.4,21.46,1.2018,8065,19.3,0.7,261.91,315.6,21.89,1.62,9.3,63.11,4.89,12.5,79.5833,141.1,0.4571,medium
0908,255.57,312.1,198.8,23.23,1.2212,8065,19.4,0.7,260.46,319.4,23.68,1.7,9.6,37.07,4.9,13.1,79.5833,141.1,0.4597,medium
0909,255.13,314.5,202.0,22.29,1.2327,8065,19.3,0.7,259.98,320.8,22.75,1.7,8.2,47.18,4.85,11.7,79.5833,141.1,0.4289,medium
0910,256.6,308.8,195.8,22.94,1.2034,8065,19.3,0.7,261.5,315.1,23.41,1.71,10.0,49.71,4.9,12.1,79.5833,141.1,0.4745,medium
0911,255.96,304.8,194.0,23.3,1.1908,8065,19.3,0.7,260.85,311.9,23.79,1.66,10.1,43.14,4.89,13.1,79.5833,141.1,0.4578,medium
0912,256.58,307.3,202.3,22.02,1.1977,8065,19.2,0.7,261.49,315.3,22.46,1.71,8.6,46.55,4.91,12.1,79.5833,141.1,0.4211,medium
0913,257.58,311.2,202.5,22.44,1.2082,8065,19.3,0.7,262.49,317.7,22.87,1.66,8.3,58.05,4.91,12.6,79.5833,141.1,0.4513,medium
0914,257.17,321.5,200.4,23.28,1.2502,8065,19.2,0.7001,262.1,330.5,23.74,1.7,9.8,38.62,4.94,11.8,79.5833,141.1,0.5288,medium
0915,254.84,306.7,203.3,22.2,1.2035,8065,19.3,0.7,259.72,311.8,22.64,1.67,9.3,39.84,4.88,12.0,79.5833,141.1,0.4231,medium
0916,256.97,310.4,204.0,22.29,1.2079,8065,19.4,0.7,261.86,318.2,22.76,1.69,8.8,53.4,4.9,13.3,79.5833,141.1,0.4482,medium
0917,257.31,306.0,202.3,22.16,1.1892,8065,19.3,0.7,262.19,313.7,22.6,1.74,9.1,59.08,4.89,13.1,79.5833,141.1,0.4467,medium
0918,256.44,314.2,203.5,22.18,1.2252,8065,19.2,0.7001,261.32,320.9,22.63,1.71,8.5,49.99,4.89,12.9,79.5833,141.1,0.4723,medium
0919,257.94,310.9,204.4,22.23,1.2053,8065,19.2,0.7,262.88,317.5,22.69,1.72,8.2,45.77,4.95,12.0,79.5833,141.1,0.4304,medium
0920,256.35,306.4,198.8,22.81,1.1952,8065,19.2,0.7,261.28,311.4,23.24,1.67,8.1,39.57,4.93,12.6,79.5833,141.1,0.4128,medium
0921,257.82,309.7,198.9,23.11,1.2012,8065,19.3,0.7,262.76,314.9,23.55,1.68,8.6,45.99,4.94,12.1,79.5833,141.1,0.4481,medium
0922,256.07,312.2,197.1,23.03,1.2192,8065,19.2,0.7001,260.97,320.0,23.45,1.69,9.0,53.23,4.91,11.3,79.5833,141.1,0.5039,medium
0923,256.37,310.4,203.8,22.08,1.2107,8065,19.2,0.7,261.25,317.5,22.52,1.73,8.0,44.58,4.88,12.3,79.5833,141.1,0.4072,medium
0924,255.29,308.0,198.2,22.33,1.2065,8065,19.3,0.7,260.16,313.7,22.8,1.75,8.0,56.6,4.87,13.0,79.5833,141.1,0.4285,medium
0925,256.33,309.6,197.1,22.56,1.2078,8065,19.2,0.7,261.24,317.0,22.99,1.69,8.6,48.62,4.91,13.9,79.5833,141.1,0.4415,medium
0926,256.54,305.5,202.6,22.12,1.1908,8065,9.8,0.7,261.45,313.6,22.55,1.74,9.4,53.5,4.91,12.2,79.5833,141.1,0.4484,medium
0927,256.96,310.1,202.3,22.32,1.2068,8065,19.2,0.7,261.85,316.0,22.76,1.76,7.7,60.37,4.89,14.0,79.5833,141.1,0.4344,medium
0928,256.52,306.5,197.4,22.82,1.1948,8065,19.2,0.7,261.43,313.3,23.27,1.74,8.9,44.15,4.91,12.3,79.5833,141.1,0.4338,medium
0929,257.57,321.1,205.7,22.34,1.2466,8065,19.3,0.7,262.52,327.1,22.75,1.67,9.1,45.8,4.95,12.9,79.5833,141.1,0.4833,medium
0930,256.87,313.8,201.4,23.96,1.2216,8065,19.3,0.7,261.76,321.3,24.45,1.71,9.3,45.22,4.89,12.9,79.5833,141.1,0.4782,medium
0931,256.78,306.4,198.5,22.63,1.1932,8065,19.3,0.7,261.7,309.0,23.06,1.71,8.3,51.78,4.92,12.0,79.5833,141.1,0.4336,medium
0932,256.39,308.3,199.2,22.03,1.2025,8065,19.3,0.6999,261.26,315.0,22.45,1.72,9.1,52.78,4.88,12.4,79.5833,141.1,0.4115,medium
0933,256.95,317.1,200.0,22.61,1.2341,8065,19.2,0.6999,261.86,322.9,23.04,1.76,9.0,47.71,4.91,12.3,79.5833,141.1,0.4407,medium
0934,256.97,314.8,201.3,22.49,1.225,8065,19.4,0.7,261.84,318.9,22.93,1.73,10.8,45.75,4.87,13.4,79.5833,141.1,0.4859,medium
0935,257.94,318.8,204.6,22.48,1.2359,8065,19.2,0.7001,262.91,325.2,22.93,1.69,8.3,43.65,4.97,12.4,79.5833,141.1,0.4895,medium
0936,254.95,308.3,199.9,22.95,1.2093,8065,19.2,0.7,259.78,315.5,23.39,1.69,8.5,53.6,4.84,11.9,79.5833,141.1,0.4381,medium
0937,257.75,307.9,197.8,21.85,1.1946,8065,19.3,0.7,262.64,313.1,22.32,1.75,8.7,62.11,4.89,12.6,79.5833,141.1,0.4429,medium
0938,256.81,311.3,197.7,22.52,1.2122,8065,19.2,0.6999,261.7,319.1,23.01,1.77,9.2,53.01,4.89,13.0,79.5833,141.1,0.432,medium
0939,256.25,320.0,196.7,23.01,1.2488,8065,19.2,0.7,261.15,325.1,23.47,1.72,10.7,48.1,4.91,11.6,79.5833,141.1,0.525,medium
0940,256.06,310.1,189.9,23.3,1.211,8065,19.3,0.7001,260.96,315.6,23.74,1.73,8.1,50.03,4.9,12.0,79.5833,141.1,0.4735,medium
0941,256.12,307.3,205.0,22.23,1.1998,8065,19.4,0.7001,261.02,313.7,22.67,1.67,8.6,28.33,4.9,12.3,79.5833,141.1,0.4171,medium
0942,257.1,309.3,193.4,23.21,1.203,8065,19.3,0.7,262.03,314.6,23.68,1.73,9.4,57.37,4.93,13.8,79.5833,141.1,0.4879,medium
0943,257.19,309.9,199.0,22.99,1.205,8065,19.3,0.6999,262.06,316.4,23.47,1.68,7.8,34.67,4.88,12.1,79.5833,141.1,0.3656,medium
0944,256.0,306.0,197.9,21.97,1.1953,8065,19.3,0.7,260.86,312.7,22.41,1.69,8.8,43.93,4.87,11.8,79.5833,141.1,0.4074,medium
0945,256.5,316.6,204.2,22.69,1.2343,8065,19.3,0.6999,261.4,322.1,23.14,1.67,9.3,46.42,4.91,12.8,79.5833,141.1,0.4463,medium
0946,256.45,308.3,203.2,22.54,1.2022,8065,19.3,0.7001,261.37,313.6,23.01,1.71,9.6,48.87,4.92,12.6,79.5833,141.1,0.4905,medium
0947,255.47,310.0,202.2,22.21,1.2135,8065,19.2,0.7001,260.35,313.3,22.66,1.71,8.1,53.95,4.88,12.2,79.5833,141.1,0.4602,medium
0948,256.18,306.8,202.2,22.45,1.1976,8065,19.2,0.7,261.13,312.0,22.9,1.72,8.0,51.54,4.95,11.5,79.5833,141.1,0.4348,medium
0949,255.7,324.1,199.0,22.27,1.2675,8065,19.2,0.7,260.6,330.0,22.71,1.7,8.6,40.22,4.9,12.8,79.5833,141.1,0.4634,medium
0950,256.73,320.9,198.1,23.04,1.2499,8065,19.2,0.7,261.67,327.5,23.47,1.7,8.9,44.29,4.93,12.7,79.5833,141.1,0.4847,medium
0951,256.3,311.5,202.7,21.87,1.2153,8065,19.3,0.7,261.19,318.0,22.28,1.73,8.1,47.65,4.89,13.9,79.5833,141.1,0.418,medium
0952,256.41,310.9,195.9,22.19,1.2125,8065,19.2,0.7001,261.33,317.0,22.61,1.77,8.8,56.16,4.93,12.1,79.5833,141.1,0.4917,medium
0953,255.28,303.4,198.6,21.81,1.1885,8065,19.2,0.7,260.14,309.8,22.27,1.69,8.7,47.75,4.86,11.9,79.5833,141.1,0.4022,medium
0954,256.4,305.5,205.7,22.25,1.1915,8065,19.3,0.7001,261.33,311.5,22.72,1.73,9.1,59.73,4.93,12.8,79.5833,141.1,0.4902,medium
0955,257.91,314.3,203.8,21.96,1.2186,8065,19.3,0.7001,262.87,319.5,22.4,1.72,9.0,40.35,4.96,12.2,79.5833,141.1,0.4745,medium
0956,256.64,316.3,201.9,22.73,1.2325,8065,19.3,0.7,261.51,322.3,23.18,1.75,8.5,48.52,4.88,12.3,79.5833,141.1,0.4528,medium
0957,256.76,314.6,202.3,23.04,1.2252,8065,19.2,0.7,261.71,321.2,23.53,1.75,9.1,57.02,4.95,12.7,79.5833,141.1,0.4999,medium
0958,256.12,318.9,200.6,23.57,1.2451,8065,19.2,0.7001,261.02,326.2,24.03,1.73,9.9,39.71,4.91,11.8,79.5833,141.1,0.5262,medium
0959,256.01,310.2,203.6,22.47,1.2117,8065,19.3,0.6998,260.86,314.7,22.91,1.75,8.9,56.26,4.85,13.5,79.5833,141.1,0.3915,medium
0960,257.69,306.1,200.6,22.29,1.1878,8065,19.2,0.7,262.61,313.4,22.74,1.69,8.2,40.76,4.92,12.6,79.5833,141.1,0.4006,medium
0961,255.6,305.6,196.8,21.98,1.1956,8065,19.2,0.7,260.48,312.2,22.4,1.69,8.6,45.49,4.89,12.4,79.5833,141.1,0.4116,medium
0962,256.12,315.0,195.7,23.74,1.2299,8065,19.3,0.7,261.02,318.8,24.21,1.67,8.4,48.44,4.9,12.2,79.5833,141.1,0.47,medium
0963,257.25,308.2,198.4,22.54,1.1981,8065,19.2,0.7,262.15,314.5,22.96,1.75,9.6,55.5,4.9,11.8,79.5833,141.1,0.4664,medium
0964,256.39,313.6,192.2,23.58,1.2231,8065,19.2,0.7,261.3,321.1,24.06,1.7,8.2,51.02,4.91,12.0,79.5833,141.1,0.4654,medium
0965,255.87,309.7,198.7,22.91,1.2104,8065,19.2,0.7,260.74,314.4,23.35,1.74,9.2,58.44,4.87,12.3,79.5833,141.1,0.4707,medium
0966,256.93,310.3,194.2,22.49,1.2077,8065,19.4,0.7,261.82,316.1,22.91,1.69,8.2,34.36,4.89,11.7,79.5833,141.1,0.3989,medium
0967,257.23,321.5,198.2,24.02,1.2499,8065,19.2,0.7,262.14,328.1,24.46,1.72,9.1,56.58,4.92,12.8,79.5833,141.1,0.5259,medium
0968,255.57,307.7,202.3,21.95,1.204,8065,19.2,0.7,260.43,312.7,22.39,1.73,9.6,53.53,4.87,14.9,79.5833,141.1,0.4497,medium
0969,257.03,311.2,200.8,23.49,1.2108,8065,19.3,0.7001,261.94,318.7,23.96,1.72,9.2,36.04,4.91,12.4,79.5833,141.1,0.4764,medium
0970,256.81,312.1,204.3,23.62,1.2153,8065,19.2,0.7001,261.73,321.0,24.09,1.71,8.2,45.08,4.92,12.8,79.5833,141.1,0.4799,medium
0971,254.99,309.3,199.9,21.82,1.213,8065,19.2,0.7,259.83,317.1,22.29,1.72,8.3,40.04,4.84,12.3,79.5833,141.1,0.3922,medium
0972,255.28,310.7,196.3,22.92,1.2171,8065,19.2,0.7,260.17,317.9,23.38,1.7,8.7,37.76,4.89,12.3,79.5833,141.1,0.4305,medium
0973,255.54,310.9,205.1,22.67,1.2167,8065,19.3,0.7,260.4,316.7,23.13,1.67,8.5,51.46,4.87,13.0,79.5833,141.1,0.4429,medium
0974,255.99,308.3,206.1,22.17,1.2044,8065,19.3,0.7001,260.9,313.7,22.6,1.67,9.5,51.97,4.91,11.6,79.5833,141.1,0.4874,medium
0975,256.03,308.8,193.2,22.74,1.2061,8065,19.2,0.7,260.92,315.3,23.2,1.71,8.7,45.31,4.89,13.5,79.5833,141.1,0.4337,medium
0976,254.51,308.3,195.9,23.13,1.2114,8065,19.2,0.7,259.38,316.6,23.59,1.69,8.8,44.8,4.87,12.4,79.5833,141.1,0.4401,medium
0977,256.72,313.0,193.0,23.18,1.2192,8065,19.3,0.6999,261.6,319.3,23.64,1.71,9.1,45.72,4.87,11.9,79.5833,141.1,0.4266,medium
0978,255.9,303.1,202.1,21.49,1.1845,8065,19.3,0.7001,260.81,309.8,21.92,1.74,9.8,59.11,4.92,12.0,79.5833,141.1,0.4842,medium
0979,256.12,305.2,199.2,22.34,1.1916,8065,19.2,0.7,261.01,310.7,22.74,1.71,8.6,49.08,4.89,11.9,79.5833,141.1,0.4213,medium
0980,254.85,309.1,197.5,22.21,1.2129,8065,19.3,0.7001,259.74,315.2,22.64,1.7,9.3,43.15,4.89,12.5,79.5833,141.1,0.4679,medium
0981,257.67,313.3,203.6,22.77,1.2159,8065,19.4,0.7,262.59,319.2,23.2,1.7,9.0,46.53,4.93,13.4,79.5833,141.1,0.461,medium
